1	0.021478
2	0.061248
3	0.009987
4	0.007498
5	0.085424
6	0.051081
7	0.033149
8	0.162931
9	0.011275
10	0.396811
11	0.056482
12	0.005149
13	0.015391
14	0.010018
15	0.064572
16	0.003041
17	0.045222
18	0.055360
19	0.434258
20	0.034134
21	1.007209
22	0.266685
23	0.020286
24	0.024598
25	0.061906
26	0.640780
27	0.028593
28	0.005399
29	0.123790
30	0.015825
31	0.013751
32	0.226679
33	0.029539
34	0.013497
35	0.008754
36	0.218031
37	0.069310
38	0.287482
39	0.017341
40	0.059511
41	0.000249
42	0.023753
43	0.022118
44	0.010813
45	0.199422
46	0.129499
47	0.000341
48	0.000434
49	0.016392
50	0.009839
51	0.012774
52	0.004544
53	0.014436
54	0.008968
55	0.001259
56	0.011866
57	0.311589
58	0.337791
59	0.015889
60	0.034392
61	0.048141
62	0.015287
63	0.224233
64	0.042878
65	0.035941
66	0.043230
67	0.367694
68	0.224746
69	0.217389
70	0.017942
71	0.053372
72	0.002134
73	0.132324
74	0.033696
75	0.798685
76	0.030542
77	0.000716
78	0.033762
79	0.201497
80	0.081727
81	0.221651
82	0.046134
83	0.032916
84	0.046697
85	0.116841
86	1.460678
87	0.087926
88	0.185423
89	0.012603
90	0.004258
91	0.451660
92	0.741434
93	0.011352
94	0.976602
95	0.027761
96	0.064146
97	0.005109
98	0.007460
99	0.009106
100	0.040619
101	0.018529
102	0.042592
103	0.004214
104	0.002972
105	2.014135
106	0.034430
107	0.392902
108	0.051004
109	0.004532
110	0.027342
111	0.014522
112	0.018826
113	0.009762
114	0.028568
115	0.022456
116	0.005123
117	0.010564
118	0.007531
119	0.015892
120	0.002479
121	0.028395
122	0.147182
123	0.029041
124	0.208642
125	0.032052
126	0.024575
127	0.011381
128	0.024184
129	0.061184
130	0.006065
131	0.207902
132	0.079655
133	0.853603
134	0.032862
135	0.010022
136	1.759429
137	0.019352
138	0.011182
139	0.016334
140	0.049801
141	0.010939
142	0.370962
143	0.016351
144	0.001825
145	0.211777
146	0.068554
147	0.023266
148	0.212706
149	0.049869
150	0.151798
151	0.008274
152	0.020502
153	0.179840
154	0.159041
155	0.028323
156	0.025176
157	0.036511
158	0.020099
159	0.017166
160	0.018206
161	0.019976
162	0.140014
163	0.011263
164	0.003019
165	0.063914
166	0.533607
167	0.111713
168	0.013559
169	0.003105
170	0.086750
171	0.072528
172	0.120503
173	0.065374
174	0.095789
175	0.011113
176	0.014822
177	0.006475
178	0.235984
179	0.008751
180	0.024293
181	0.004353
182	0.034681
183	0.039488
184	0.724313
185	0.021454
186	0.015214
187	0.015479
188	0.005804
189	0.006882
190	0.009746
191	0.004327
192	0.106762
193	0.075657
194	0.007130
195	0.412348
196	0.024145
197	0.013380
198	0.027832
199	0.466983
200	0.055088
201	0.006133
202	0.027069
203	0.063059
204	0.009163
205	0.037584
206	0.121693
207	0.008477
208	0.341650
209	3.363054
210	0.335477
211	0.015677
212	0.068691
213	0.005611
214	0.011340
215	0.153266
216	0.196445
217	0.024065
218	0.034839
219	0.046034
220	0.038949
221	0.017967
222	0.007344
223	0.013714
224	0.009939
225	0.030946
226	0.285294
227	0.006060
228	0.076471
229	0.011981
230	0.032266
231	0.248053
232	0.032574
233	0.028071
234	0.015603
235	0.009830
236	0.036777
237	0.041308
238	0.008410
239	0.012838
240	0.010457
241	0.002799
242	0.005957
243	2.001138
244	0.004227
245	0.005584
246	0.019868
247	0.004401
248	0.010107
249	0.108102
250	0.002442
251	0.003122
252	0.005953
253	0.849432
254	0.018417
255	0.011681
256	0.004586
257	0.003951
258	0.021132
259	0.012289
260	0.005790
261	0.036795
262	0.008629
263	0.022723
264	0.020905
265	0.055185
266	0.013182
267	0.011073
268	0.010462
269	0.010949
270	0.002792
271	0.010759
272	0.007895
273	0.019934
274	0.006628
275	0.001522
276	0.093395
277	0.081816
278	0.002151
279	0.037101
280	0.009442
281	0.015957
282	0.032817
283	0.222963
284	0.243814
285	0.010397
286	0.079570
287	0.004688
288	0.032441
289	0.060062
290	0.016259
291	0.035422
292	0.008157
293	0.032022
294	0.112858
295	0.170306
296	0.021162
297	0.089805
298	0.043490
299	0.287862
300	0.006653
301	0.414975
302	0.007252
303	0.034093
304	0.021412
305	0.081795
306	0.075889
307	0.002549
